source_rel	size_bytes	sha256	action
ModelsSV\players\battlebow\standard\05_item\weapon_secondary\secondary_05\arrow_case.bmc	631	721620eb03a39119215cdac5f135614b20caa3e4d1bffbb43d521a69510e8c31	asset_meta_only
ModelsSV\players\battlebow\standard\05_item\weapon_secondary\secondary_05\arrow_case.smc	549	a0e70bbdeeda50d5260bce8a51a8d57dae50856916203ce042b0fee7004802a0	asset_meta_only
ModelsSV\players\battlebow\standard\05_item\weapon_secondary\secondary_05\battlebow_bow.tex	49248	332f78bc271d28ff852fa2dcc7b2286bed65dd475bdf52560c5b4916b310d424	unknown_meta_only
ModelsSV\players\battlebow\standard\05_item\weapon_secondary\secondary_05\bow.bm	141780	b7522a52a5b3658567486019dc20a0ae587ccf848d894ed15d9f8120714001ef	asset_meta_only
ModelsSV\players\battlebow\standard\05_item\weapon_secondary\secondary_05\bow.bmc	633	ce84ad5616e7e85c26e6940ea71f62d362b379d4b920cfb3a2208fc2e28599f8	asset_meta_only
ModelsSV\players\battlebow\standard\05_item\weapon_secondary\secondary_05\bow.smc	575	1db6a9eabb6ef4278acf7d949543c67e589d5cc3e049488ee76206a07e0dc606	asset_meta_only
ModelsSV\players\battlebow\standard\05_item\weapon_secondary\secondary_05\pr_arrow.bm	2533	4aa512d1c72a3c2b5e1b70d5fc837be5638e48debf40760c11b43358e2b8ed46	asset_meta_only
ModelsSV\players\battlebow\standard\05_item\weapon_secondary\secondary_05\pr_arrow.bmc	647	e016a4c0e017e13684828a07b6f94beefd89a1317efa15bf323af4f0fe8ecf38	asset_meta_only
ModelsSV\players\battlebow\standard\05_item\weapon_secondary\secondary_05\pr_arrow.smc	607	bc670f422bbe89377af5e7fac379beab38f48c815d616b8c5c21c64f572beea9	asset_meta_only
ModelsSV\players\battlebow\standard\05_item\weapon_secondary\secondary_06\arrow.ba	664	2148205f57d521dfc9c453f309542ba54277c7b22f79493e4c284cb32557a7f3	asset_meta_only
ModelsSV\players\battlebow\standard\05_item\weapon_secondary\secondary_06\arrow.bm	2852	0ef358e1c9c9d8148392a8d4a43fe690e4962c5b8d7a9fd3f761ad718a023918	asset_meta_only
ModelsSV\players\battlebow\standard\05_item\weapon_secondary\secondary_06\arrow.bmc	667	2eea4cfc97adeaac035d9986e3dfa30f0156b0f37677cd31951a2908871baa05	asset_meta_only
ModelsSV\players\battlebow\standard\05_item\weapon_secondary\secondary_06\arrow.bs	499	d61e962ab6126f54dbd1b38d4316e130b0c8d88ac45c82ff9488e5d2e0f39691	asset_meta_only
ModelsSV\players\battlebow\standard\05_item\weapon_secondary\secondary_06\arrow.shp	360	e5cd04ee01c8ef018cf128d22852789bbd7f798f990acc17c9befef170ddee58	asset_meta_only
ModelsSV\players\battlebow\standard\05_item\weapon_secondary\secondary_06\arrow.smc	579	07061f49fd4210b5326d2284c64fa3dfe1f38970a50093dcb4b056adfae22a13	asset_meta_only
ModelsSV\players\battlebow\standard\05_item\weapon_secondary\secondary_06\arrow_case.ba	370	69116766488245cd33993b8fc0887095be6d8fe4914cd5707916b007671a6db9	asset_meta_only
ModelsSV\players\battlebow\standard\05_item\weapon_secondary\secondary_06\arrow_case.bm	10045	adb9085daf217065183f1eb3c45d752d1567a9d1def914c570db30fd567cce79	asset_meta_only
ModelsSV\players\battlebow\standard\05_item\weapon_secondary\secondary_06\arrow_case.bmc	655	bff467451d56c9d7977c65c4cdc05909197446b7df15604ef5263327d4598412	asset_meta_only
ModelsSV\players\battlebow\standard\05_item\weapon_secondary\secondary_06\arrow_case.bs	259	1ab1036adafb8d3b13a00511d3c696a8b15364fcf38790fcee7ab94e48e85d42	asset_meta_only
ModelsSV\players\battlebow\standard\05_item\weapon_secondary\secondary_06\arrow_case.shp	365	3509c2d475e3ccec80f0ef2208197beef67f92a968f5c053e2e378daeff90dfb	asset_meta_only
ModelsSV\players\battlebow\standard\05_item\weapon_secondary\secondary_06\arrow_case.smc	549	9ed7051a3571dda3ec44e9f56ff25b52d3f505151691b6e53ae9798ea23fbb1f	asset_meta_only
ModelsSV\players\battlebow\standard\05_item\weapon_secondary\secondary_06\battlebow_bow.tex	131168	b0030cb2dcc573e5c48a27bb0060c8feeeb8d84e1762c3ca688a095ca43a9e43	unknown_meta_only
ModelsSV\players\battlebow\standard\05_item\weapon_secondary\secondary_06\bow.ba	2412	5e585871a714a0ba4e5919c5ab5f138983f8ee3aa4fb7425545c6b6ac00bf9ce	asset_meta_only
ModelsSV\players\battlebow\standard\05_item\weapon_secondary\secondary_06\bow.bm	18334	b050151fd83460ee24464c9bfebb52162186fe9dc6676a64af59feba9241742b	asset_meta_only
ModelsSV\players\battlebow\standard\05_item\weapon_secondary\secondary_06\bow.bmc	673	2349acb309584ed64390204386ddcf901a07f1f87a00314e430a380cc0ea58db	asset_meta_only
ModelsSV\players\battlebow\standard\05_item\weapon_secondary\secondary_06\bow.bs	1844	0631effb1bae5f3fea81dd49fc06de4abda2e7c3aed5cc9383f8d97715e7f616	asset_meta_only
ModelsSV\players\battlebow\standard\05_item\weapon_secondary\secondary_06\bow.shp	357	4e074cdca245c63a626c059a6c0ec4649819efe2a1035b03ea5ab960eb0717c3	asset_meta_only
ModelsSV\players\battlebow\standard\05_item\weapon_secondary\secondary_06\bow.smc	587	afafb7e93425a6c652704a6bd86346ff95a4aeae49a6f8abe4d9c3f2e33cf914	asset_meta_only
ModelsSV\players\battlebow\standard\05_item\weapon_secondary\secondary_06\pr_arrow.bmc	670	9d43fd943a41bdc39be28c8c2491ef2bb28c161dc7cf0c9676b72cfefda239ae	asset_meta_only
ModelsSV\players\battlebow\standard\05_item\weapon_secondary\secondary_06\pr_arrow.smc	606	649614a28ea96c3f8feb4b1c1cf140f56f12ce1a8b0319f7501a04e20338f78a	asset_meta_only
ModelsSV\players\battlebow\standard\05_item\weapon_secondary\secondary_07\arrow.ba	423	dfdfc690868b854cf77abc831170529fc7a8b1c7648edfa7b38ce7ccebc826ed	asset_meta_only
ModelsSV\players\battlebow\standard\05_item\weapon_secondary\secondary_07\arrow.bm	2520	b3524908b51bc30adfa0dd9cc86c7ace9b5751b4959b79fbce769480e4458326	asset_meta_only
ModelsSV\players\battlebow\standard\05_item\weapon_secondary\secondary_07\arrow.bs	318	bb49c2283368d407769a91da28fea008c7041aecb40e6fafc36396ebf74d6b56	asset_meta_only
ModelsSV\players\battlebow\standard\05_item\weapon_secondary\secondary_07\arrow.shp	365	037860c6b065377793a10acd2d4ff5c07d5aef5840eef93c062c84f9fb0210ae	asset_meta_only
ModelsSV\players\battlebow\standard\05_item\weapon_secondary\secondary_07\arrow.smc	562	fa36f94a1c34bab947480443752c2129ce141f50b6ef87c9353d593aeb87759f	asset_meta_only
ModelsSV\players\battlebow\standard\05_item\weapon_secondary\secondary_07\arrow_case.ba	421	7b6d517254b27db8572c7b9485ccb5a8beac5339dd1368d127efe9820ec80a5f	asset_meta_only
ModelsSV\players\battlebow\standard\05_item\weapon_secondary\secondary_07\arrow_case.bm	10235	2974046f59941c4320d6c97de6ea37c1ae1091d7f3a75db9d2b37e3d1d1ed4be	asset_meta_only
ModelsSV\players\battlebow\standard\05_item\weapon_secondary\secondary_07\arrow_case.bs	305	b0e0cb2895013acaa20321e022ebd6e84baa93529e0ac4c559baf94a29d0549b	asset_meta_only
ModelsSV\players\battlebow\standard\05_item\weapon_secondary\secondary_07\arrow_case.shp	365	995e5fe5b858e69022b6f3e6fa5ead7bcb541de1ec1c3d6050825d633d931633	asset_meta_only
ModelsSV\players\battlebow\standard\05_item\weapon_secondary\secondary_07\arrow_case.smc	530	fce6927eb0ccd8af5050cebeb2e37f5138775a492e82cba4d90debe985bdb819	asset_meta_only
ModelsSV\players\battlebow\standard\05_item\weapon_secondary\secondary_07\bow.ba	2473	eb67dc0389965d0b0c1bfbc59d65eeb59165e6fd8be9208c99fd30e3fd54ba12	asset_meta_only
ModelsSV\players\battlebow\standard\05_item\weapon_secondary\secondary_07\bow.bm	17981	1b420502cd7d8f72ddead86463b060731fb0a055dd9b290564f3d48d2212d12b	asset_meta_only
ModelsSV\players\battlebow\standard\05_item\weapon_secondary\secondary_07\bow.bs	1905	6bb25fe09728a5dc7223640084da04e31140184f16942efba484365f4f2c08d2	asset_meta_only
ModelsSV\players\battlebow\standard\05_item\weapon_secondary\secondary_07\bow.shp	365	ca81d4526c326ea1958f164c4336083fe10da4cf250a4467f1b81c1d878bf6a3	asset_meta_only
ModelsSV\players\battlebow\standard\05_item\weapon_secondary\secondary_07\bow.smc	558	3f6e2f34f2f30f58248e30821059ce0e5efb19f044beffe9649ab318148d2feb	asset_meta_only
ModelsSV\players\battlebow\standard\05_item\weapon_secondary\secondary_07\bow.tex	131168	1d0772bb9a1443d89b46fabdbf4185cbb2576b737dec57798778923d356323e4	unknown_meta_only
ModelsSV\players\battlebow\standard\05_item\weapon_secondary\secondary_07\pr_arrow.ba	731	df619ea7c2e16e8e9f288bf95b04033e780d0ac7b732b581c27140dd7b557b05	asset_meta_only
ModelsSV\players\battlebow\standard\05_item\weapon_secondary\secondary_07\pr_arrow.bm	3236	be03b5835a85a0a39e4b8a18d2e54a52449af394d1ed67fb99a8913ecc6601c4	asset_meta_only
ModelsSV\players\battlebow\standard\05_item\weapon_secondary\secondary_07\pr_arrow.bs	563	fc78066016f7a5a4353751c8578a3d8192a3630f0733fcfd4129d3a5b35c6454	asset_meta_only
ModelsSV\players\battlebow\standard\05_item\weapon_secondary\secondary_07\pr_arrow.shp	365	037860c6b065377793a10acd2d4ff5c07d5aef5840eef93c062c84f9fb0210ae	asset_meta_only
ModelsSV\players\battlebow\standard\05_item\weapon_secondary\secondary_07\pr_arrow.smc	564	4efea79ced2e3ed51d0e86ecfce62910025a931262a8d971bc2e5c043b721cb9	asset_meta_only
ModelsSV\players\battlebow\standard\05_item\wing\00\wing.ba	5664	0d0c1c58667cff8544e6a4a190a5b4893c6e58b0244268f0b299d90ea2d31c61	asset_meta_only
ModelsSV\players\battlebow\standard\05_item\wing\00\wing.bm	14782	2ec457c3c4f12a7530a84e70bbd5b0f853867a008ddcd54e22b702717ebf9ce7	asset_meta_only
ModelsSV\players\battlebow\standard\05_item\wing\00\wing.bmc	278	62ed0d3180dcdd3ea46e88bf5cdef5cab01e8d570be0d160eb89d36fc0e1e0d6	asset_meta_only
ModelsSV\players\battlebow\standard\05_item\wing\00\wing.bs	862	d8e0a3607dd39a33804f9380d965f4ae89b56b1d4a7e5f3bf4f047d951635672	asset_meta_only
ModelsSV\players\battlebow\standard\05_item\wing\00\wing.shp	359	fcdfd4adc98ba0723d6760f9cbd97371d021dd0a94b6cea057572a18cbbe67e2	asset_meta_only
ModelsSV\players\battlebow\standard\05_item\wing\00\wing.smc	435	139592accebdcfee1e4e7e2817d007fdbf8d807195c30406d1851f7b9c969f22	asset_meta_only
ModelsSV\players\battlebow\standard\05_item\wing\00\wing.tex	131168	5c2f618e007d9e6dd3c1af3aa53e76a07f6790f21439dd35643734b19756cdd2	unknown_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_00\battlebow_dirk.tex	24672	690237b33ca8921a3ae8b1a8927ac04212bdb03cb3cc8ece1fd1c45223b553f0	unknown_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_00\dirk.ba	413	ee01d705ef2edc7f317b9bc88e51b8dc116d848b42df8816f4f76d2e9ff9fe20	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_00\dirk.bm	6082	6b9631da2f48d82db4fd1c1783a996c849b183d287f53bb82c8082577c7fd969	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_00\dirk.bmc	620	bc59956a36bb5ef0812a450366f2977ed6ce635bc92eb460ba53a8b43438ca5f	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_00\dirk.bs	308	6019ca7769c9559b12c3e86dd25b19c78227cbff15ec27ef86ae1fe8205dfce0	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_00\dirk.smc	547	6c65677fd6db11485268db628f271838ab8c7cbba97f3be970259e8bad250488	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_00\dirk_case.ba	2416	0daf05b2ec87e5d576543e2f5e388d1cf32ce635ca9cf6c1e72a2d167fbe52f1	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_00\dirk_case.bm	8348	063cbf2af03b06b73ba310e4b070800367274a410261d0050088ee2d73b51203	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_00\dirk_case.bmc	608	fd29c9df40beae1021d3cbb898ede07de3d14044ea32876dbfd25598cccdcd32	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_00\dirk_case.bs	1788	ba7b8dc7c60551fe8c1d8bd0fe6ce108cec39844d24232c5d19d7f754d89be5c	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_00\dirk_case.smc	515	3d61b49b80b84742460de4c16c0ad7db104b2f78dc3ddfb180b612049f394f53	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_01\battlebow_dirk.tex	24672	c01c47a17756744ed38cc4b85c02529d39c994beb9693b0ea30a704b28ff5d43	unknown_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_01\dirk.bmc	620	0be37cbe36cd9a4d1410f12bd062fec22144fd1a9eb6b08a1952431970645356	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_01\dirk.smc	547	3c509c5ffc9be22610a62b0786efa9b17a3e62261ea2a6373ee30761972c4c1c	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_01\dirk_case.bmc	608	0c3434ce6fbe80388abb185eb0798f46ee72d8a43ec6356cb6d3c2c7e2033993	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_01\dirk_case.smc	515	99c455283cae51d745c04e6978fb2d4947b6962d7f17cb97bf1e91f7879ca314	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_02\battlebow_dirk.tex	24672	a86d6af1be227b83a61276721f35caa9f95ae90ad255a9fc8813cc8e1cd1e35b	unknown_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_02\dirk.bmc	620	f6ee760ae3ba1a60c075166f5b43abaa398e9322dfe8d9b353460f1b327614f3	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_02\dirk.smc	547	9dbbeccdc67881cb268aaa551b28da676e43fc7e118473f0e72adb48a9aeb739	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_02\dirk_case.bmc	608	3e37eadab69d8bca701f68d9d07ecc9c9d54579608d6dce966c66663e0bcecb1	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_02\dirk_case.smc	515	0b4b82ee7f8b7aa08225532e77a73777642b9a2359509d5314968df651d2946f	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_03\battlebow_dirk.tex	24672	3a2037b807daa9b2466b8f0082649b4da516e2e7f8a8297a7ce70cd05a78ccfb	unknown_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_03\dirk.bm	5194	f62ddfdd0450a61cd90ef89bc088a712ff6dc7ec4b1fd9c61b1ac6b1bcdc5661	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_03\dirk.bmc	620	61dc6ca21f59c0f7e6c3125424d2617aad86f4231211dc956e5aa715ce1f4741	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_03\dirk.smc	547	6ee7c6dfb29da3fbc7f12de6156dbf5542cadcef6b04fe05e824dda2b142fb66	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_03\dirk_case.bm	8343	cb4dc96dd6314173102069342273240af622ba32cabcbab4c1976862e7308f20	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_03\dirk_case.bmc	608	004e9e7049481789ed14953154c33ad4d93de50f190fbf4bd29f5eb6a25b32af	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_03\dirk_case.smc	515	2dc20de2d590f36ad8d48c4d0ef6b2b70e13f54b9dc13dfb4e858e8f67fb7b81	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_04\battlebow_dirk.tex	24672	ea05706c6fdd6b97078ec351753cd48ed9377ab0dbeec797a824c34dd94058da	unknown_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_04\dirk.bm	5194	f62ddfdd0450a61cd90ef89bc088a712ff6dc7ec4b1fd9c61b1ac6b1bcdc5661	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_04\dirk.bmc	620	61dc6ca21f59c0f7e6c3125424d2617aad86f4231211dc956e5aa715ce1f4741	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_04\dirk.smc	547	3a2e5dcf87e5995fda18347d365dc0551f7191b9436598359e2d64c878a0c115	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_04\dirk_case.bm	8343	cb4dc96dd6314173102069342273240af622ba32cabcbab4c1976862e7308f20	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_04\dirk_case.bmc	608	004e9e7049481789ed14953154c33ad4d93de50f190fbf4bd29f5eb6a25b32af	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_04\dirk_case.smc	515	3748bdf1108735fde763aa5826b2d2a01d1bfa6535273847ce23aa7fb026c0c9	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_05\battlebow_dirk.tex	24672	36ee7d51a9b9843da91ae26f4af48ed79d603382aa04a6724d9eeef3c605c4f3	unknown_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_05\dirk.bmc	620	61dc6ca21f59c0f7e6c3125424d2617aad86f4231211dc956e5aa715ce1f4741	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_05\dirk.smc	547	6bb9ed19c44ccb2ab5b09fdadf881702b4ffc735d64c76fd4b62a5fbc3537bdb	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_05\dirk_case.bmc	608	004e9e7049481789ed14953154c33ad4d93de50f190fbf4bd29f5eb6a25b32af	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_05\dirk_case.smc	515	3748bdf1108735fde763aa5826b2d2a01d1bfa6535273847ce23aa7fb026c0c9	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_06\battlebow_dirk.tex	24672	f7d30e06fc280023448b59720919ba8a7b7b79cc0ec23e30d844764a57baa0d8	unknown_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_06\dirk.bm	6601	bc1612b579375ae4e5d4d5fe11bff8379476205e59def134da2ef19f91b0774a	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_06\dirk.bmc	620	86341e3202cbd9d58a3a19297b3d34cc8af2d4290694cc72d1f9b20cad4f9b25	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_06\dirk.smc	547	d28d1fe18561e688ee7f00f4787a70967fec5a6e942d3da25febd14a11ce4d40	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_06\dirk_case.bm	11075	76c3a7362618402c35ce8205a4e5cc94a31c3b1ba0950e552418d14e675bdee4	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_06\dirk_case.bmc	608	0f1e0b363c278579caa3a5cac9a5647f515ea7e54a5124700147f48ae9109322	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_06\dirk_case.smc	515	30fc22bab5970f58c7c0d2f7169f91e2a155f8b0cff1c09e421f8a5c9083b826	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_07\battlebow_dirk.tex	24672	a70354aeb57b778e04ef7b682c154ba4b649e6b8298e6d608aa69dc81dabcf81	unknown_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_07\dirk.bm	5833	0bfb9e1b7d0629eaefcd3f12b0fe23983651f2becb5e923a014f900ed5a3f179	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_07\dirk.bmc	620	86341e3202cbd9d58a3a19297b3d34cc8af2d4290694cc72d1f9b20cad4f9b25	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_07\dirk.smc	547	fffb4bb35d654b8be7ff9d269b1976dd1df1f0ff45486527b64e550b60abbe50	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_07\dirk_case.bmc	608	0f1e0b363c278579caa3a5cac9a5647f515ea7e54a5124700147f48ae9109322	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_07\dirk_case.smc	515	6a6f5651a69fc251a8c104b87483d79cabd18b74c63d32ba4116902a12d6a7f2	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_08\battlebow_dirk.tex	49248	7e79b5ec80edbfd2be652c2bb4fdf8e8cd31595c0afa7cabe2fe2bd107667211	unknown_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_08\dirk.bm	9781	911197498d830bfe01b20c4a09af7d9c6e6fc5e56129aa34ee3b802a15c8f837	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_08\dirk.bmc	620	86341e3202cbd9d58a3a19297b3d34cc8af2d4290694cc72d1f9b20cad4f9b25	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_08\dirk.smc	547	4547b7eeabcb89f22600a900ababa99ce6850be77dfbb9c333a58aca17fbb903	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_08\dirk_case.bm	2908	3634e13395f3ac323e21c8f37e5ba48d7b47a109249610992699fb636c43ab57	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_08\dirk_case.bmc	608	0f1e0b363c278579caa3a5cac9a5647f515ea7e54a5124700147f48ae9109322	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_08\dirk_case.smc	515	4f4d8dfba75c1191ea647249014a527fa1ae1c294e84f0171f9dfca0b83db309	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_08\vssver.scc	144	6bc52c59535733ea717c53c2957d0e975d9f5d546d3d626390eaac9c4251791a	copied_text
ModelsSV\players\battlebow\standard\weapon_primary\primary_09\battlebow_dirk.tex	49248	170adf600b4b0ce4e66d464a3bfbb64f933a53b433f24305f8eb9f082fd10e12	unknown_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_09\dirk.ba	356	fa6c7f5a7087e256aae14e9d34fd0a7b7146e4166a581f776c082896db2e5413	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_09\dirk.bm	16405	619fc961a77af95fbce30a62d7c17a74c4bcb26250b8d3d72f5d7bfd5643bb2b	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_09\dirk.bs	251	5b7d522db539e6c3389cfd1b2c4ae63f882ed253de2a02f82dedeb541bcaf477	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_09\dirk.smc	547	6aa38b3162a71a4c6c33e5036f6fd9057b3b5ca8806ef9dfafecd072fd305e44	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_09\dirk_case.ba	2359	9160f798de53815888e3459524acd41e05913f97f8c4f7cbe6b8e457afe6f889	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_09\dirk_case.bm	6652	03c112ac1360f45114a63391d67c82054a0c1ae5067418fb4b0635d60fe23d68	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_09\dirk_case.bs	1731	2c71980dd30dab465e65c453946505082aae643e9e5a286dbcb07aad2a444b89	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_09\dirk_case.smc	515	a75ff188a86a8050867cc2452c9e9a35b80f466c2e4ba8602b2870cafc6ebba6	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_10\battlebow_dirk.tex	65632	10d3deefea33728db7400d4bc02a3f5868c03d14a66b83cfd898952ea0a58fc1	unknown_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_10\dirk.ba	356	fa6c7f5a7087e256aae14e9d34fd0a7b7146e4166a581f776c082896db2e5413	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_10\dirk.bm	8089	8715b7b8aad2104c5ca8a35735b95ee789160114a290e228ebc47479fce2cba1	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_10\dirk.bs	251	5b7d522db539e6c3389cfd1b2c4ae63f882ed253de2a02f82dedeb541bcaf477	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_10\dirk.smc	554	f77e88e75cebd34c53641d95e6ab1511947581d22032239c25c8927080fee06c	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_10\dirk_case.ba	2359	9e382662a99b33a35ae4fa399580bdd6c0d9950e299862350e874c12abb76f9d	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_10\dirk_case.bm	8970	5fd7ee5f1f1e880044f42bc45a04a3b5d952ae1e0207f85f4b90563b8844ddb1	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_10\dirk_case.bs	1731	2c71980dd30dab465e65c453946505082aae643e9e5a286dbcb07aad2a444b89	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_10\dirk_case.smc	522	3d46a94741b7ede62390d708362a0a414f51d78fb0dfc97b9ded5e400c8f922d	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_10\vssver2.scc	735	a05558c12479d3b3ac0bd49f91c430ffabf903bd94aa304edbd69faa330c3445	copied_text
ModelsSV\players\battlebow\standard\weapon_primary\primary_11\battlebow_dirk.tex	65632	fe9f325e39cbaf56bc6023d5725ae5b5c9a4644e782d8723d95197dde6753984	unknown_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_11\dirk.smc	554	45ff197ebb854de784d3d662c708e3c3cf83b7d9e26f4b88f6f56f645fd4aad2	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_11\dirk_case.smc	522	029b3dbaa640fb2eefb7e42afb3bdfef9b8dd49b1dd94cca34c6d1fd3fdbae4d	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_12\battlebow_dirk.tex	65632	289f82c32941c76ddd0d8bf9bdf2b4bd7d1449079daa8dc5cb325ce8becc9507	unknown_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_12\dirk.smc	554	bf8a227fd1827a801f358c01442b31f81b22b781c6ceac88200b58351ae222cb	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_12\dirk_case.smc	522	4d854c3df75a2a83cddba42884865e24d5323744d463b0655162a6af673d4ab0	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_13\battlebow_dirk.tex	65632	79b8310e02444005034e74a121c21858e42b95a67f04ff0079941aae78aa75a0	unknown_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_13\dirk.ba	356	5df540b6ed4623a421e339b2d95ca0bc754481cb39afe7e7a78fd2e802197f28	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_13\dirk.bm	7503	91493688fa163e9512877c154a7e0966db4f5766a09f4e10621e33d0217ca7e3	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_13\dirk.bmc	620	d8f96fc07ff1533ab392048cd414183cf1f0895175d3a021c6ded2662131fe2a	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_13\dirk.bs	251	5b7d522db539e6c3389cfd1b2c4ae63f882ed253de2a02f82dedeb541bcaf477	asset_meta_only
ModelsSV\players\battlebow\standard\weapon_primary\primary_13\dirk.shp	371	1eefed2eb12070b3cf649141f3edbeec9cf33f3b8591ad2c36640c1322bb51fd	asset_meta_only
